#ID;S1;S2;S3;S4
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Caldicellulosiruptor|n__Caldicellulosiruptor_hydrothermalis_108;3;1;3;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Caldicellulosiruptor|n__Caldicellulosiruptor_kronotskyensis_2002;3;2;3;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|n__Clostridium_ljungdahlii_DSM_13528;3;0;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|n__Clostridiales_incertae_sedis;3;5;3;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii|n__Megasphaera_elsdenii_DSM_20460;3;3;4;3
n__root|n__cellular_organisms|d__Bacteria_2|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|n__Leptotrichia_buccalis_C-1013-b;3;2;0;2
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_canimorsus|n__Capnocytophaga_canimorsus_Cc5;3;1;1;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Chloroflexi|c__Dehalococcoidia|g__Dehalococcoides|s__Dehalococcoides_mccartyi|n__Dehalococcoides_mccartyi_BTF08;3;0;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Actinomycetaceae|g__Actinomyces|n__Actinomyces_sp._oral_taxon_171_str._F0337;3;0;3;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Actinomycetaceae|s__Mobiluncus_curtisii|n__Mobiluncus_curtisii_ATCC_43063;3;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Bifidobacteriaceae|g__Bifidobacterium|n__Bifidobacterium_scardovii_JCM_12489_=_DSM_13734;3;5;6;12
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|n__Bifidobacterium_longum_subsp._longum|n__Bifidobacterium_longum_subsp._longum_GT15;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Bifidobacteriaceae|n__Parascardovia_denticolens_DSM_10105_=_JCM_12538;3;2;3;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|n__Corynebacterium_callunae_DSM_20147;3;3;3;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|n__Corynebacterium_glyciniphilum_AJ_3170;3;3;4;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|n__Corynebacterium_deserti_GIMN1.010;3;2;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|n__Mycobacterium_tuberculosis_complex|s__Mycobacterium_canettii|n__Mycobacterium_canettii_CIPT_140070010;3;0;0;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|n__Mycobacterium_tuberculosis_complex|s__Mycobacterium_canettii|n__Mycobacterium_canettii_CIPT_140070017;3;0;3;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|n__Segniliparus_rotundus_DSM_44985;3;1;1;7
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|f__Leptospiraceae|g__Leptospira|n__Leptospira_biflexa_serovar_Patoc;3;0;15;26
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|f__Mycoplasmataceae|g__Mycoplasma|n__Mycoplasma_mycoides_subsp._capri|n__Mycoplasma_mycoides_subsp._capri_LC_str._95010;3;0;0;0
n__root|n__cellular_organisms|d__Archaea|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|n__Vulcanisaeta_distributa_DSM_14429;3;1;0;0
n__root|n__cellular_organisms|d__Archaea|c__Thermoprotei|f__Sulfolobaceae|n__Metallosphaera_cuprina_Ar-4;3;0;0;0
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_maripaludis|n__Methanococcus_maripaludis_C5;3;2;4;2
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Thermococcaceae|g__Thermococcus|n__Thermococcus_onnurineus_NA1;3;2;1;0
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|g__Methanopyrus|n__Methanopyrus_kandleri_AV19;3;1;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Elusimicrobia_74152;3;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Negativicutes|o__Selenomonadales;3;2;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|f__Desulfurellaceae;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae;3;0;0;0
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae;3;0;0;1
n__root|o__Caudovirales|f__Myoviridae|n__Tevenvirinae;3;0;2;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|g__Stanieria;3;0;3;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio;3;2;2;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio;3;4;5;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cedecea;3;1;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella_776;3;4;0;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola;3;2;0;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Nitrobacter;3;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium;3;0;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Sinorhizobium/Ensifer_group|g__Ensifer;3;3;8;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Pseudolabrys;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodovulum;3;9;4;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|f__Caulobacteraceae|g__Phenylobacterium;3;1;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella;3;2;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|g__Mariprofundus;3;2;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|g__Listeria;3;2;7;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium;3;1;2;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|n__Clostridiales_incertae_sedis|f__Clostridiales_Family_XIII._Incertae_Sedis|g__Mogibacterium;3;2;4;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Pelosinus;3;0;3;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Nitrospirae|f__Nitrospiraceae|g__Nitrospira_1234;3;1;2;2
n__root|n__cellular_organisms|d__Bacteria_2|g__Dictyoglomus;3;5;7;14
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Chitinophagaceae|g__Flavisolibacter;3;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium;3;0;5;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Agromyces;3;2;8;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter;3;4;6;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Streptosporangiales|f__Streptosporangiaceae|g__Nonomuraea;3;2;2;7
n__root|n__cellular_organisms|d__Archaea|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum;3;1;5;0
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|g__Aciduliprofundum;3;3;2;3
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus;3;0;4;6
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|g__Methanopyrus;3;3;4;0
n__root|n__cellular_organisms|d__Archaea|p__Thaumarchaeota|f__Nitrosopumilaceae|g__Nitrosopumilus;3;0;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|n__Pseudomonas_syringae_group_genomosp._2;3;1;2;1
n__root|g__Alphabaculovirus|s__Leucania_separata_nucleopolyhedrovirus;3;1;0;2
n__root|s__Microplitis_demolitor_bracovirus;3;0;0;0
n__root|o__Caudovirales|f__Podoviridae|n__unclassified_Podoviridae|s__Salmonella_phage_7-11;3;1;0;3
n__root|o__Caudovirales|f__Podoviridae|n__unclassified_Podoviridae|s__Vibrio_phage_VvAW1;3;10;9;25
n__root|o__Caudovirales|f__Podoviridae|n__unclassified_Podoviridae|s__Burkholderia_phage_BcepMigl;3;2;5;0
n__root|o__Caudovirales|s__Sinorhizobium_phage_PBC5;3;6;1;28
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp._PCC_7524;3;0;4;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp._ATCC_53789;3;0;3;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|s__Scytonema_sp._HK-05;3;2;9;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|o__Nostocales|s__Rivularia_sp._PCC_7116;3;0;9;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp._A15-24;3;2;2;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp._PCC_7502;3;4;4;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp._MVIR-18-1;3;0;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp._PRwf-1;3;0;1;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._VLB120;3;1;0;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._R11-23-07;3;6;2;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._ZM1;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp._CIP_55.13;3;1;1;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia_629|n__Yersinia_pseudotuberculosis_complex|s__Yersinia_pestis;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia_629|n__Yersinia_pseudotuberculosis_complex|s__Yersinia_pseudotuberculosis;3;2;2;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Arsenophonus|s__Arsenophonus_nasoniae;3;0;0;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|s__Obesumbacterium_proteus;3;15;9;30
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_malonaticus;3;3;4;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_hackeliae;3;1;9;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_adelaidensis;3;4;4;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_waltersii;3;0;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Kangiella|s__Kangiella_geojedonensis;3;1;1;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_translucida;3;3;3;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|g__Vibrio|s__Vibrio_splendidus;3;5;3;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|g__Vibrio|s__Vibrio_cyclitrophicus;3;2;0;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._Ex25;3;1;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Vibrionaceae|g__Vibrio|s__Vibrio_ponticus;3;4;7;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae;3;6;3;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|g__Bartonella|s__Candidatus_Bartonella_ancashi;3;2;7;22
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Aminobacter|s__Aminobacter_aminovorans;3;2;4;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Rhizobium/Agrobacterium_group|g__Agrobacterium|n__Agrobacterium_tumefaciens_complex|s__Agrobacterium_fabrum;3;2;24;115
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_pituitosum;3;1;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|n__Rickettsieae|s__Orientia_tsutsugamushi;3;1;2;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|s__Candidatus_Paracaedibacter_acanthamoebae;3;0;2;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Phaeobacter|s__Phaeobacter_sp._LSS9;3;3;3;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp._YBL2;3;0;1;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_sp._KV29;3;3;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_cepacia_complex|s__Burkholderia_vietnamiensis;3;6;1;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_cepacia_complex|s__Burkholderia_latens;3;5;4;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._BDU8;3;2;4;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|g__Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_crithidii;3;2;7;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Profftella|s__Candidatus_Profftella_armatura;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|f__Methylophilaceae|g__Methylovorus|s__Methylovorus_sp._MP688;3;5;6;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens;3;1;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|s__Pseudomonas_sp.;3;4;3;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_sp._RM16704;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hyicus;3;2;1;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis;3;2;2;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_agnetis;3;0;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|s__Bacillus_pseudomycoides;3;1;2;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|s__Bacillus_sp._LMG_22257;3;3;4;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|s__Bacillus_sp._WP8;3;1;1;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_zalihae;3;2;1;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|n__Geobacillus_thermoleovorans_group|s__Geobacillus_thermoleovorans;3;1;1;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_phosphorivorans;3;0;2;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus_1372|s__Planococcus_sp._L10.15;3;0;4;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_pasteurii;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|g__Listeria|s__Listeria_innocua;3;0;5;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_peoriae;3;0;3;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._FSL_H7-0737;3;0;5;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_formosus;3;1;3;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella_haemolysans;3;0;5;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans;3;3;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parauberis;3;0;0;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._oral_taxon_431;3;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fructivorans;3;1;4;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidipiscis;3;0;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_jensenii;3;2;1;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gastricus;3;2;6;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_backii;3;0;5;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_futsaii;3;1;1;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Oenococcus|s__Oenococcus_oeni;3;7;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_mundtii;3;1;0;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_thailandicus;3;2;1;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_sp._CP1;3;2;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis;3;3;3;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis;3;0;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica;3;2;5;2
n__root|n__cellular_organisms|d__Bacteria_2|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_hwasookii;3;2;1;1
n__root|n__cellular_organisms|d__Bacteria_2|o__Fusobacteriales|f__Leptotrichiaceae|s__Streptobacillus_moniliformis;3;3;5;12
n__root|n__cellular_organisms|d__Bacteria_2|c__Chlamydiia|g__Chlamydia|s__Chlamydia_trachomatis;3;1;2;3
n__root|n__cellular_organisms|d__Bacteria_2|c__Chlamydiia|g__Chlamydia|s__Chlamydia_pecorum;3;3;4;1
n__root|n__cellular_organisms|d__Bacteria_2|c__Chlamydiia|s__Neochlamydia_sp._S13;3;3;10;3
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Empedobacter|s__Empedobacter_sp._990B6_12ER2A;3;0;3;2
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides_odoratimimus;3;2;5;8
