#ID;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_thermarum;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_lettingae;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho_2420|s__Thermosipho_africanus;0;0;0;0;2;0;2;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho_2420|s__Thermosipho_melanesiensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_islandicum;0;0;0;0;2;3;1;4;0;0;0;0;0;0;1;2;0;1;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_nodosum;0;0;0;0;9;6;3;3;0;0;0;0;0;0;2;10;1;6;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans;0;0;0;0;12;13;8;10;16;16;0;0;0;0;9;11;4;6;18;28;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_changbaicum;0;0;0;0;5;1;1;4;0;0;0;0;0;0;1;7;0;1;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_olearia;0;0;0;0;27;29;10;6;0;0;0;0;0;0;16;23;6;24;0;0;0;1
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica;0;0;0;0;8;7;3;1;0;0;0;0;0;0;2;8;0;7;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_prima;0;0;0;0;64;52;22;28;0;0;0;0;0;1;69;70;11;42;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_infera;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;2;0;1;0;0;0;0
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Petrotogales|g__Petrotoga|s__Petrotoga_mobilis;0;0;0;0;312;111;80;44;0;0;0;0;0;1;274;125;32;61;0;0;0;6
d__Bacteria_2|p__Thermotogae_200918|c__Thermotogae_188708|o__Petrotogales|g__Defluviitoga|s__Defluviitoga_tunisiensis;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
d__Bacteria_2|p__Deferribacteres_200930|c__Deferribacteres_68337|o__Deferribacterales|f__Deferribacteraceae|g__Geovibrio|s__Geovibrio_thiophilus;0;0;0;0;6;11;1;4;0;0;0;0;0;0;7;6;1;4;0;0;0;0
d__Bacteria_2|p__Deferribacteres_200930|c__Deferribacteres_68337|o__Deferribacterales|f__Deferribacteraceae|g__Deferribacter|s__Deferribacter_desulfuricans;0;0;0;0;5;5;3;5;0;0;0;0;0;0;6;2;2;11;0;0;0;0
d__Bacteria_2|p__Deferribacteres_200930|c__Deferribacteres_68337|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio|s__Denitrovibrio_acetiphilus;0;0;0;0;21;14;3;10;0;0;0;0;0;0;20;14;6;12;0;0;0;3
d__Bacteria_2|p__Deferribacteres_200930|c__Deferribacteres_68337|o__Deferribacterales|f__Deferribacteraceae|g__Calditerrivibrio|s__Calditerrivibrio_nitroreducens;0;0;0;0;1;1;0;3;0;0;0;0;0;0;7;4;1;3;0;0;0;0
d__Bacteria_2|p__Chrysiogenetes_200938|c__Chrysiogenetes_118001|o__Chrysiogenales|f__Chrysiogenaceae|g__Desulfurispirillum|s__Desulfurispirillum_indicum;0;0;0;0;1;2;4;2;0;0;0;0;0;0;3;4;1;5;0;1;0;0
d__Bacteria_2|p__Thermodesulfobacteria_200940|c__Thermodesulfobacteria_67799|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_commune;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0
d__Bacteria_2|p__Thermodesulfobacteria_200940|c__Thermodesulfobacteria_67799|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_geofontis;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_howellii;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_slackii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Arcanobacterium|s__Arcanobacterium_sp._EBR4-1-2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;414;350
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis;0;0;0;0;0;1;0;3;0;0;0;0;1;0;1;0;0;5;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_subtile;0;0;0;0;0;0;0;0;9;25;0;0;0;0;0;0;0;0;11;26;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum;0;0;0;0;1;2;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp.;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_citreus;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;1;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_crystallopoietes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_ureafaciens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_aurescens;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;15;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_chlorophenolicus;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp._FB24;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;74
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp._J3.53;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_alpinus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_equi;0;0;3;0;1;0;1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp._Rue61a;0;3;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0;0;6;0;0;11
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp._ZJUTW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp._QXT-31A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp._PAMC25486;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Rothia_32207|s__Rothia_nasimurium;0;0;9;0;0;0;0;0;2;1;3;0;13;0;0;0;0;0;4;3;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_varians;2;0;1;0;0;0;0;0;0;3;0;0;8;4;0;0;0;0;0;2;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila;1;0;4;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_turfanensis;10;2;0;0;0;0;0;0;0;1;5;0;3;0;0;0;0;0;0;0;1;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_flava;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Zhihengliuella|s__Zhihengliuella_aestuarii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Sinomonas|s__Sinomonas_atrocyanea;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__[Cellvibrio]_gilvus;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;73;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_fimi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_flavigena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia|s__Oerskovia_sp._KBS0722;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Cellulomonadaceae|g__Paraoerskovia|s__Paraoerskovia_marina;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium|s__Cellulosimicrobium_cellulans;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Promicromonosporaceae|g__Xylanimonas|s__Xylanimonas_cellulosilytica;0;0;0;0;0;0;0;0;8;14;0;0;0;0;0;0;0;0;12;11;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola_variabilis;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;2;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola_dokdonensis;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Dermatophilaceae|g__Dermatophilus|s__Dermatophilus_congolensis;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_luteolum;1;5;13;0;0;0;0;0;0;0;7;0;10;1;0;0;1;0;0;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_sp._AD1_86;4;1;2;1;0;0;0;0;3;0;8;0;0;2;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_faecium;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_saurashtrense;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp._DCY80;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_limosus;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_melonis;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;8;2896;2
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus|s__Serinicoccus_marinus;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus|s__Serinicoccus_profundi;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;9
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Clavibacter|s__Clavibacter_michiganensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_flaccumfaciens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_pusillum;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_sp._AR33;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_flavus;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_testaceum;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_hominis;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;83;11
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_paraoxydans;0;0;0;0;0;0;0;0;3;2;0;0;3;0;0;0;0;0;10;6;35;3
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oleivorans;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp._XT11;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;29;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_pygmaeum;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;77;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oryzae;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp._LKL04;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_lemovicicum;0;1;2;1;0;0;0;0;2;0;1;0;5;0;0;0;0;0;0;0;194;87
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_rathayi;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_iranicus;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter_festucae;0;0;3;118;0;0;0;0;0;1;0;0;0;92;0;0;0;0;3;2;0;1
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_jejuensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_carbonis;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Plantibacter|s__Plantibacter_flavus;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microcella|s__Microcella_alkaliphila;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans|s__Frondihabitans_sp._762G35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microterricola|s__Microterricola_viridarii;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Marisediminicola|s__Marisediminicola_antarctica;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Dermacoccus_nishinomiyaensis;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|g__Luteimicrobium|s__Luteimicrobium_xylanilyticum;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudotuberculosis;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_callunae;2;6;2;5;0;0;0;0;0;1;1;0;0;2;0;0;0;0;8;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kutscheri;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_cystitidis;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_genitalium;0;2;14;4;1;1;1;1;2;1;1;0;13;8;1;0;0;0;0;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_macginleyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_tuberculostearicum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glucuronolyticum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
